Deterministic, Owner, OTP_AHC_V01_Default_Value, OTP Address Name, AHB Address Name, AHB Read Value, OTP DataBase Value
Default,SYSTEM,5,OTP_GPIO_SGPIO_READY_REQ_DRV_238,GPIO_GCB_SGPIO_READY_REQ_CFG1.SGPIO_READY_REQ_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_SGPIO_READY_REQ_PUPD_239,GPIO_GCB_SGPIO_READY_REQ_CFG2.SGPIO_READY_REQ_PUPD,0,0,
Default,SYSTEM,1,OTP_GPIO_SGPIO_READY_REQ_ODPP_239,GPIO_GCB_SGPIO_READY_REQ_CFG2.SGPIO_READY_REQ_ODPP,1,1,
Default,SYSTEM,1,OTP_GPIO_SGPIO_READY_REQ_LVL_239,GPIO_GCB_SGPIO_READY_REQ_CFG2.SGPIO_READY_REQ_LVL,1,1,
Default,SYSTEM,0,OTP_GPIO_SGPIO_READY_REQ_DIS_239,GPIO_GCB_SGPIO_READY_REQ_CFG2.SGPIO_READY_REQ_DIS,0,0,
Default,SYSTEM,0,OTP_GPIO_SCRASH_L_SUPPLY_240,GPIO_GCB_SCRASH_L_CFG1.SCRASH_L_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_SCRASH_L_DRV_240,GPIO_GCB_SCRASH_L_CFG1.SCRASH_L_DRV,5,5,
Default,SYSTEM,1,OTP_GPIO_SCRASH_L_DEB_240,GPIO_GCB_SCRASH_L_CFG1.SCRASH_L_DEB,1,1,
Default,SYSTEM,0,OTP_GPIO_SCRASH_L_OUT_DIS_241,GPIO_GCB_SCRASH_L_CFG2.SCRASH_L_OUT_DIS,0,0,
Default,SYSTEM,0,OTP_GPIO_SCRASH_L_IN_DIS_241,GPIO_GCB_SCRASH_L_CFG2.SCRASH_L_IN_DIS,0,0,
Default,SYSTEM,1,OTP_GPIO_SCRASH_L_PUPD_241,GPIO_GCB_SCRASH_L_CFG2.SCRASH_L_PUPD,1,1,
Default,SYSTEM,1,OTP_GPIO_FCRASH_L_OUT_DIS_242,GPIO_GCB_FCRASH_L_CFG.FCRASH_L_OUT_DIS,1,1,
Default,SYSTEM,1,OTP_GPIO_FCRASH_L_IN_DIS_242,GPIO_GCB_FCRASH_L_CFG.FCRASH_L_IN_DIS,1,1,
Default,SYSTEM,0,OTP_GPIO_FCRASH_L_DEB_242,GPIO_GCB_FCRASH_L_CFG.FCRASH_L_DEB,0,0,
Default,SYSTEM,0,OTP_GPIO_WAKE2MS_SUPPLY_243,GPIO_GCB_WAKE2MS_CFG1.WAKE2MS_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_WAKE2MS_DRV_243,GPIO_GCB_WAKE2MS_CFG1.WAKE2MS_DRV,5,5,
Default,SYSTEM,1,OTP_GPIO_WAKE2MS_DEB_243,GPIO_GCB_WAKE2MS_CFG1.WAKE2MS_DEB,1,1,
Default,SYSTEM,2,OTP_GPIO_WAKE2MS_PUPD_244,GPIO_GCB_WAKE2MS_CFG2.WAKE2MS_PUPD,2,2,
Default,SYSTEM,1,OTP_GPIO_WAKE2MS_DIS_244,GPIO_GCB_WAKE2MS_CFG2.WAKE2MS_DIS,1,1,
Default,SYSTEM,0,OTP_GPIO_OFF_REQ_SUPPLY_245,GPIO_GCB_OFF_REQ_CFG1.OFF_REQ_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_OFF_REQ_DRV_245,GPIO_GCB_OFF_REQ_CFG1.OFF_REQ_DRV,5,5,
Default,SYSTEM,2,OTP_GPIO_OFF_REQ_PUPD_246,GPIO_GCB_OFF_REQ_CFG2.OFF_REQ_PUPD,2,2,
Default,SYSTEM,1,OTP_GPIO_OFF_REQ_ODPP_246,GPIO_GCB_OFF_REQ_CFG2.OFF_REQ_ODPP,1,1,
Default,SYSTEM,1,OTP_GPIO_OFF_REQ_DIS_246,GPIO_GCB_OFF_REQ_CFG2.OFF_REQ_DIS,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN_SEQ_RST_EN_247,GPIO_GCB_BTN_SEQ_RST_CFG.BTN_SEQ_RST_EN,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN_SEQ_RST_WKUP_EN_247,GPIO_GCB_BTN_SEQ_RST_CFG.BTN_SEQ_RST_WKUP_EN,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN_SEQ_RST_MAX_247,GPIO_GCB_BTN_SEQ_RST_CFG.BTN_SEQ_RST_MAX,1,1,
Default,SYSTEM,8,OTP_GPIO_T0_TIMER_MIN_248,GPIO_GCB_BTN_SEQ_T0_CONFIG.T0_TIMER_MIN,8,8,
Default,SYSTEM,9,OTP_GPIO_T1_TIMER_MAX_249,GPIO_GCB_BTN_SEQ_T1_CONFIG.T1_TIMER_MAX,9,9,
Default,SYSTEM,6,OTP_GPIO_T1_TIMER_MIN_249,GPIO_GCB_BTN_SEQ_T1_CONFIG.T1_TIMER_MIN,6,6,
Default,SYSTEM,11,OTP_GPIO_T2_TIMER_MAX_250,GPIO_GCB_BTN_SEQ_T2_CONFIG.T2_TIMER_MAX,11,11,
Default,SYSTEM,4,OTP_GPIO_T2_TIMER_MIN_250,GPIO_GCB_BTN_SEQ_T2_CONFIG.T2_TIMER_MIN,4,4,
Default,SYSTEM,9,OTP_GPIO_T3_TIMER_MAX_251,GPIO_GCB_BTN_SEQ_T3_CONFIG.T3_TIMER_MAX,9,9,
Default,SYSTEM,6,OTP_GPIO_T3_TIMER_MIN_251,GPIO_GCB_BTN_SEQ_T3_CONFIG.T3_TIMER_MIN,6,6,
Default,SYSTEM,12,OTP_GPIO_T4_TIMER_MAX_252,GPIO_GCB_BTN_SEQ_T4_CONFIG.T4_TIMER_MAX,12,12,
Default,SYSTEM,4,OTP_GPIO_T4_TIMER_MIN_252,GPIO_GCB_BTN_SEQ_T4_CONFIG.T4_TIMER_MIN,4,4,
Default,SYSTEM,7,OTP_GPIO_T5_TIMER_MIN_253,GPIO_GCB_BTN_SEQ_T5_CONFIG.T5_TIMER_MIN,7,7,
Default,SYSTEM,15,OTP_GPIO_T6_TIMER_MIN_254,GPIO_GCB_BTN_SEQ_T6_CONFIG.T6_TIMER_MIN,15,15,
Default,SYSTEM,1,OTP_GPIO_BTN1_SEQ_IDLE_255,GPIO_GCB_BTN_SEQ_IDLE_CFG.BTN1_SEQ_IDLE,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN2_SEQ_IDLE_255,GPIO_GCB_BTN_SEQ_IDLE_CFG.BTN2_SEQ_IDLE,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN3_SEQ_IDLE_255,GPIO_GCB_BTN_SEQ_IDLE_CFG.BTN3_SEQ_IDLE,1,1,
Default,SYSTEM,2,OTP_GPIO_BTN4_SEQ_IDLE_255,GPIO_GCB_BTN_SEQ_IDLE_CFG.BTN4_SEQ_IDLE,2,2,
Default,SYSTEM,1,OTP_GPIO_BTN1_SEQ_ST1_256,GPIO_GCB_BTN_SEQ_ST1_CFG.BTN1_SEQ_ST1,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN2_SEQ_ST1_256,GPIO_GCB_BTN_SEQ_ST1_CFG.BTN2_SEQ_ST1,1,1,
Default,SYSTEM,0,OTP_GPIO_BTN3_SEQ_ST1_256,GPIO_GCB_BTN_SEQ_ST1_CFG.BTN3_SEQ_ST1,0,0,
Default,SYSTEM,2,OTP_GPIO_BTN4_SEQ_ST1_256,GPIO_GCB_BTN_SEQ_ST1_CFG.BTN4_SEQ_ST1,2,2,
Default,SYSTEM,1,OTP_GPIO_BTN1_SEQ_IDLE1_257,GPIO_GCB_BTN_SEQ_IDLE1_CFG.BTN1_SEQ_IDLE1,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN2_SEQ_IDLE1_257,GPIO_GCB_BTN_SEQ_IDLE1_CFG.BTN2_SEQ_IDLE1,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN3_SEQ_IDLE1_257,GPIO_GCB_BTN_SEQ_IDLE1_CFG.BTN3_SEQ_IDLE1,1,1,
Default,SYSTEM,2,OTP_GPIO_BTN4_SEQ_IDLE1_257,GPIO_GCB_BTN_SEQ_IDLE1_CFG.BTN4_SEQ_IDLE1,2,2,
Default,SYSTEM,0,OTP_GPIO_BTN1_SEQ_ST2_258,GPIO_GCB_BTN_SEQ_ST2_CFG.BTN1_SEQ_ST2,0,0,
Default,SYSTEM,1,OTP_GPIO_BTN2_SEQ_ST2_258,GPIO_GCB_BTN_SEQ_ST2_CFG.BTN2_SEQ_ST2,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN3_SEQ_ST2_258,GPIO_GCB_BTN_SEQ_ST2_CFG.BTN3_SEQ_ST2,1,1,
Default,SYSTEM,2,OTP_GPIO_BTN4_SEQ_ST2_258,GPIO_GCB_BTN_SEQ_ST2_CFG.BTN4_SEQ_ST2,2,2,
Default,SYSTEM,1,OTP_GPIO_BTN1_SEQ_IDLE2_259,GPIO_GCB_BTN_SEQ_IDLE2_CFG.BTN1_SEQ_IDLE2,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN2_SEQ_IDLE2_259,GPIO_GCB_BTN_SEQ_IDLE2_CFG.BTN2_SEQ_IDLE2,1,1,
Default,SYSTEM,1,OTP_GPIO_BTN3_SEQ_IDLE2_259,GPIO_GCB_BTN_SEQ_IDLE2_CFG.BTN3_SEQ_IDLE2,1,1,
Default,SYSTEM,2,OTP_GPIO_BTN4_SEQ_IDLE2_259,GPIO_GCB_BTN_SEQ_IDLE2_CFG.BTN4_SEQ_IDLE2,2,2,
Default,SYSTEM,1,OTP_GPIO_BTN1_SEQ_ST3_260,GPIO_GCB_BTN_SEQ_ST3_CFG.BTN1_SEQ_ST3,1,1,
Default,SYSTEM,0,OTP_GPIO_BTN2_SEQ_ST3_260,GPIO_GCB_BTN_SEQ_ST3_CFG.BTN2_SEQ_ST3,0,0,
Default,SYSTEM,1,OTP_GPIO_BTN3_SEQ_ST3_260,GPIO_GCB_BTN_SEQ_ST3_CFG.BTN3_SEQ_ST3,1,1,
Default,SYSTEM,2,OTP_GPIO_BTN4_SEQ_ST3_260,GPIO_GCB_BTN_SEQ_ST3_CFG.BTN4_SEQ_ST3,2,2,
Default,SYSTEM,1,OTP_GPIO_BTN1_SEQ_ST4_261,GPIO_GCB_BTN_SEQ_ST4_CFG.BTN1_SEQ_ST4,1,1,
Default,SYSTEM,0,OTP_GPIO_BTN2_SEQ_ST4_261,GPIO_GCB_BTN_SEQ_ST4_CFG.BTN2_SEQ_ST4,0,0,
Default,SYSTEM,1,OTP_GPIO_BTN3_SEQ_ST4_261,GPIO_GCB_BTN_SEQ_ST4_CFG.BTN3_SEQ_ST4,1,1,
Default,SYSTEM,2,OTP_GPIO_BTN4_SEQ_ST4_261,GPIO_GCB_BTN_SEQ_ST4_CFG.BTN4_SEQ_ST4,2,2,
Default,SYSTEM,93,OTP_GPIO_LONG_MIN_TIME_262,GPIO_GCB_SEC_BTN_SEQ_CFG1.LONG_MIN_TIME,93,93,
Default,SYSTEM,155,OTP_GPIO_LONG_MAX_TIME_263,GPIO_GCB_SEC_BTN_SEQ_CFG2.LONG_MAX_TIME,155,155,
Default,SYSTEM,15,OTP_GPIO_SHORT_MIN_TIME_264,GPIO_GCB_SEC_BTN_SEQ_CFG3.SHORT_MIN_TIME,15,15,
Default,SYSTEM,46,OTP_GPIO_SHORT_MAX_TIME_265,GPIO_GCB_SEC_BTN_SEQ_CFG4.SHORT_MAX_TIME,46,46,
Default,SYSTEM,1,OTP_GPIO_PAUSE_MIN_TIME_266,GPIO_GCB_SEC_BTN_SEQ_CFG5.PAUSE_MIN_TIME,1,1,
Default,SYSTEM,62,OTP_GPIO_PAUSE_MAX_TIME_267,GPIO_GCB_SEC_BTN_SEQ_CFG6.PAUSE_MAX_TIME,62,62,
Default,SYSTEM,1,OTP_GPIO_CYCLE1_CFG_268,GPIO_GCB_SEC_BTN_SEQ_CFG7.CYCLE1_CFG,1,1,
Default,SYSTEM,0,OTP_GPIO_CYCLE2_CFG_268,GPIO_GCB_SEC_BTN_SEQ_CFG7.CYCLE2_CFG,0,0,
Default,SYSTEM,1,OTP_GPIO_CYCLE3_CFG_268,GPIO_GCB_SEC_BTN_SEQ_CFG7.CYCLE3_CFG,1,1,
Default,SYSTEM,0,OTP_GPIO_CYCLE4_CFG_268,GPIO_GCB_SEC_BTN_SEQ_CFG7.CYCLE4_CFG,0,0,
Default,SYSTEM,0,OTP_GPIO_ENABLE_269,GPIO_GCB_SEC_BTN_SEQ_EN.ENABLE,0,0,
Default,SYSTEM,0,OTP_GPIO_SEC_BTN_SEQ_STATUS_269,GPIO_GCB_SEC_BTN_SEQ_EN.SEC_BTN_SEQ_STATUS,0,0,
Default,SYSTEM,0,OTP_GPIO_TM_EN_269,GPIO_GCB_SEC_BTN_SEQ_EN.TM_EN,0,0,
Default,SYSTEM,0,OTP_GPIO_LEVEL_269,GPIO_GCB_SEC_BTN_SEQ_EN.LEVEL,0,0,
Default,SYSTEM,3,OTP_GPIO_SEL_R_THROTTLE_TRIGGER0_L_270,GPIO_GCB_PULL_SEL_CFG1.SEL_R_THROTTLE_TRIGGER0_L,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_THROTTLE_TRIGGER1_L_270,GPIO_GCB_PULL_SEL_CFG1.SEL_R_THROTTLE_TRIGGER1_L,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_THROTTLE_TRIGGER2_L_270,GPIO_GCB_PULL_SEL_CFG1.SEL_R_THROTTLE_TRIGGER2_L,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_THROTTLE_TRIGGER3_L_270,GPIO_GCB_PULL_SEL_CFG1.SEL_R_THROTTLE_TRIGGER3_L,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_UVWARN_L_271,GPIO_GCB_PULL_SEL_CFG2.SEL_R_UVWARN_L,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_SGPIO_READY_REQ_271,GPIO_GCB_PULL_SEL_CFG2.SEL_R_SGPIO_READY_REQ,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_SCRASH_L_271,GPIO_GCB_PULL_SEL_CFG2.SEL_R_SCRASH_L,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_CRASH_L_271,GPIO_GCB_PULL_SEL_CFG2.SEL_R_CRASH_L,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_FAULT_OUT_L_272,GPIO_GCB_PULL_SEL_CFG3.SEL_R_FAULT_OUT_L,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_RESET_L_272,GPIO_GCB_PULL_SEL_CFG3.SEL_R_RESET_L,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_SYS_ALIVE_272,GPIO_GCB_PULL_SEL_CFG3.SEL_R_SYS_ALIVE,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_OFF_REQ_272,GPIO_GCB_PULL_SEL_CFG3.SEL_R_OFF_REQ,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_BUTTON1_273,GPIO_GCB_PULL_SEL_CFG4.SEL_R_BUTTON1,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_BUTTON2_273,GPIO_GCB_PULL_SEL_CFG4.SEL_R_BUTTON2,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_BUTTON3_273,GPIO_GCB_PULL_SEL_CFG4.SEL_R_BUTTON3,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_BUTTON4_273,GPIO_GCB_PULL_SEL_CFG4.SEL_R_BUTTON4,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_BUTTONO1_274,GPIO_GCB_PULL_SEL_CFG5.SEL_R_BUTTONO1,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_BUTTONO2_274,GPIO_GCB_PULL_SEL_CFG5.SEL_R_BUTTONO2,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_BUTTONO3_274,GPIO_GCB_PULL_SEL_CFG5.SEL_R_BUTTONO3,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_LDO1_EN_274,GPIO_GCB_PULL_SEL_CFG5.SEL_R_LDO1_EN,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_DBLCLICK_DET_275,GPIO_GCB_PULL_SEL_CFG6.SEL_R_DBLCLICK_DET,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_ACTIVE_READY_275,GPIO_GCB_PULL_SEL_CFG6.SEL_R_ACTIVE_READY,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_OUT32K_275,GPIO_GCB_PULL_SEL_CFG6.SEL_R_OUT32K,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_SLP32K_275,GPIO_GCB_PULL_SEL_CFG6.SEL_R_SLP32K,3,3,
Default,SYSTEM,2,OTP_GPIO_SEL_R_RESET_IN0_276,GPIO_GCB_PULL_SEL_CFG7.SEL_R_RESET_IN0,2,2,
Default,SYSTEM,2,OTP_GPIO_SEL_R_RESET_IN1_276,GPIO_GCB_PULL_SEL_CFG7.SEL_R_RESET_IN1,2,2,
Default,SYSTEM,2,OTP_GPIO_SEL_R_RESET_IN2_276,GPIO_GCB_PULL_SEL_CFG7.SEL_R_RESET_IN2,2,2,
Default,SYSTEM,2,OTP_GPIO_SEL_R_RESET_IN3_276,GPIO_GCB_PULL_SEL_CFG7.SEL_R_RESET_IN3,2,2,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO0_277,GPIO_GCB_PULL_SEL_CFG8.SEL_R_GPIO0,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO1_277,GPIO_GCB_PULL_SEL_CFG8.SEL_R_GPIO1,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO2_277,GPIO_GCB_PULL_SEL_CFG8.SEL_R_GPIO2,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO3_277,GPIO_GCB_PULL_SEL_CFG8.SEL_R_GPIO3,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO4_278,GPIO_GCB_PULL_SEL_CFG9.SEL_R_GPIO4,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO5_278,GPIO_GCB_PULL_SEL_CFG9.SEL_R_GPIO5,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO6_278,GPIO_GCB_PULL_SEL_CFG9.SEL_R_GPIO6,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO7_278,GPIO_GCB_PULL_SEL_CFG9.SEL_R_GPIO7,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO8_279,GPIO_GCB_PULL_SEL_CFG10.SEL_R_GPIO8,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO9_279,GPIO_GCB_PULL_SEL_CFG10.SEL_R_GPIO9,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO10_279,GPIO_GCB_PULL_SEL_CFG10.SEL_R_GPIO10,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO11_279,GPIO_GCB_PULL_SEL_CFG10.SEL_R_GPIO11,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO12_280,GPIO_GCB_PULL_SEL_CFG11.SEL_R_GPIO12,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO13_280,GPIO_GCB_PULL_SEL_CFG11.SEL_R_GPIO13,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO14_280,GPIO_GCB_PULL_SEL_CFG11.SEL_R_GPIO14,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO15_280,GPIO_GCB_PULL_SEL_CFG11.SEL_R_GPIO15,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO16_281,GPIO_GCB_PULL_SEL_CFG12.SEL_R_GPIO16,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO17_281,GPIO_GCB_PULL_SEL_CFG12.SEL_R_GPIO17,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO18_281,GPIO_GCB_PULL_SEL_CFG12.SEL_R_GPIO18,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO19_281,GPIO_GCB_PULL_SEL_CFG12.SEL_R_GPIO19,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO20_282,GPIO_GCB_PULL_SEL_CFG13.SEL_R_GPIO20,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO21_282,GPIO_GCB_PULL_SEL_CFG13.SEL_R_GPIO21,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO22_282,GPIO_GCB_PULL_SEL_CFG13.SEL_R_GPIO22,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO23_282,GPIO_GCB_PULL_SEL_CFG13.SEL_R_GPIO23,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO24_283,GPIO_GCB_PULL_SEL_CFG14.SEL_R_GPIO24,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_GPIO25_283,GPIO_GCB_PULL_SEL_CFG14.SEL_R_GPIO25,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_SHDN_284,GPIO_GCB_PULL_SEL_CFG15.SEL_R_SHDN,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_SWD_TMS_284,GPIO_GCB_PULL_SEL_CFG15.SEL_R_SWD_TMS,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_OTP_SEL_284,GPIO_GCB_PULL_SEL_CFG15.SEL_R_OTP_SEL,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_WAKE2MS_284,GPIO_GCB_PULL_SEL_CFG15.SEL_R_WAKE2MS,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_REQUEST_DFU_285,GPIO_GCB_PULL_SEL_CFG16.SEL_R_REQUEST_DFU,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_VBUS_DETECT_285,GPIO_GCB_PULL_SEL_CFG16.SEL_R_VBUS_DETECT,3,3,
Default,SYSTEM,3,OTP_GPIO_SEL_R_FORCE_DFU_285,GPIO_GCB_PULL_SEL_CFG16.SEL_R_FORCE_DFU,3,3,
Default,SYSTEM,1,OTP_GPIO_FNGR_RST_CRASH_TO_OFF_286,GPIO_GCB_CRASH_CFG.FNGR_RST_CRASH_TO_OFF,1,1,
Default,SYSTEM,0,OTP_GPIO_SHDN_CRASH_TO_OFF_286,GPIO_GCB_CRASH_CFG.SHDN_CRASH_TO_OFF,0,0,
Default,SYSTEM,0,OTP_GPIO_RESET_IN0_CRASH_TO_OFF_286,GPIO_GCB_CRASH_CFG.RESET_IN0_CRASH_TO_OFF,0,0,
Default,SYSTEM,0,OTP_GPIO_RESET_IN1_CRASH_TO_OFF_286,GPIO_GCB_CRASH_CFG.RESET_IN1_CRASH_TO_OFF,0,0,
Default,SYSTEM,0,OTP_GPIO_RESET_IN2_CRASH_TO_OFF_286,GPIO_GCB_CRASH_CFG.RESET_IN2_CRASH_TO_OFF,0,0,
Default,SYSTEM,0,OTP_GPIO_RESET_IN3_CRASH_TO_OFF_286,GPIO_GCB_CRASH_CFG.RESET_IN3_CRASH_TO_OFF,0,0,
Default,SYSTEM,1,OTP_POWER_CONTROL_OFF_DWELL_TIME_SEL_287,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG.OFF_DWELL_TIME_SEL,1,1,
Default,SYSTEM,1,OTP_POWER_CONTROL_SLPDDR_DWELL_TIME_SEL_287,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG.SLPDDR_DWELL_TIME_SEL,1,1,
Default,SYSTEM,0,OTP_POWER_CONTROL_ALLOW_SPMI_EN_FRM_MPMU_287,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG.ALLOW_SPMI_EN_FRM_MPMU,0,0,
Default,SYSTEM,1,OTP_POWER_CONTROL_ABORT_AT_END_OF_SLOT_AWAKE_TO_DDR_287,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG.ABORT_AT_END_OF_SLOT_AWAKE_TO_DDR,1,1,
Default,SYSTEM,1,OTP_POWER_CONTROL_ABORT_AT_END_OF_SLOT_DDR_TO_S2R_287,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG.ABORT_AT_END_OF_SLOT_DDR_TO_S2R,1,1,
Default,SYSTEM,0,OTP_POWER_CONTROL_VDD_BOOST_CRASH_EN_287,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG.VDD_BOOST_CRASH_EN,0,0,
Default,SYSTEM,0,OTP_POWER_CONTROL_OFF_DWELL_TIME_STP_EXT_287,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG.OFF_DWELL_TIME_STP_EXT,0,0,
Default,SYSTEM,0,OTP_POWER_CONTROL_SLEEP_S2RA_EN_288,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_1.SLEEP_S2RA_EN,0,0,
Default,SYSTEM,0,OTP_POWER_CONTROL_VDD_MAIN_OVLO_TO_CRASH_EN_289,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_3.VDD_MAIN_OVLO_TO_CRASH_EN,0,0,
Default,SYSTEM,1,OTP_POWER_CONTROL_VDD_BOOST_UVLO_TO_CRASH_EN_289,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_3.VDD_BOOST_UVLO_TO_CRASH_EN,1,1,
Default,SYSTEM,1,OTP_POWER_CONTROL_INT_BOOST_UVLO_TO_CRASH_EN_289,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_3.INT_BOOST_UVLO_TO_CRASH_EN,1,1,
Default,SYSTEM,0,OTP_POWER_CONTROL_INT_BOOST_OVLO_TO_CRASH_EN_289,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_3.INT_BOOST_OVLO_TO_CRASH_EN,0,0,
Default,SYSTEM,1,OTP_POWER_CONTROL_OVERTEMP_TO_CRASH_EN_289,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_3.OVERTEMP_TO_CRASH_EN,1,1,
Default,SYSTEM,1,OTP_POWER_CONTROL_SYSTEM_MODE_290,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_4.SYSTEM_MODE,1,1,
Default,SYSTEM,0,OTP_POWER_CONTROL_FW_CTRL_MODE_291,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_5.FW_CTRL_MODE,0,0,
Default,SYSTEM,0,OTP_POWER_CONTROL_SLEEP_ABORT_TRANSIT_NO_RETURN_SLOT_292,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_6.SLEEP_ABORT_TRANSIT_NO_RETURN_SLOT,0,0,
Default,SYSTEM,0,OTP_POWER_CONTROL_AWAKE_ABORT_TRANSIT_NO_RETURN_SLOT_292,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_6.AWAKE_ABORT_TRANSIT_NO_RETURN_SLOT,0,0,
Default,SYSTEM,0,OTP_POWER_CONTROL_SLEEP_ABORT_TRANSIT_NO_RETURN_EN_293,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_7.SLEEP_ABORT_TRANSIT_NO_RETURN_EN,0,0,
Default,SYSTEM,0,OTP_POWER_CONTROL_AWAKE_ABORT_TRANSIT_NO_RETURN_EN_293,POWER_CONTROL_MAINFSM_MAIN_FSM_CFG_7.AWAKE_ABORT_TRANSIT_NO_RETURN_EN,0,0,
Default,SYSTEM,0,OTP_POWER_CONTROL_TARGET_OFF_DISABLE_294,POWER_CONTROL_MAINFSM_MASTER2_CFG.TARGET_OFF_DISABLE,0,0,
