index	block	reg address	reg link	reg name	field name	field width	field offset	field position	field access	field formula	isdeterministic	type	istestmode	isotp	otpowner	otpkey	readback value	hw reset value	comments	
613	BUCB_PH1	0X522F	html	BUCB_PH1_CONFIG_PHASE_GEN2_OSC_CALI_4_REG	OSC_RESET_N	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
614	BUCB_PH1	0X522F	html	BUCB_PH1_CONFIG_PHASE_GEN2_OSC_CALI_4_REG	AUTO_OSC_DISABLE	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
615	BUCB_PH1	0X5230	html	BUCB_PH1_CONFIG_PHASE_GEN2_CF_WAKEUP_REG	CF_WAKEUP	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
616	BUCB_PH1	0X5231	html	BUCB_PH1_CONFIG_PHASE_GEN2_CONFIG_PH_DOMAIN_CTRL_REG	AUTO_ECO_PFM_IN_ISO	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
617	BUCB_PH1	0X5240	html	BUCB_PH1_CONFIG_PHASE_B_PWM_OCL_STARTUP_REG	PWM_OCL_STARTUP	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X46	
618	BUCB_PH1	0X5241	html	BUCB_PH1_CONFIG_PHASE_B_PWM_OCL_REG	PWM_OCL	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X8C	
619	BUCB_PH1	0X5242	html	BUCB_PH1_CONFIG_PHASE_B_PFM_UCL_STARTUP_REG	PFM_UCL_STARTUP	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1E	
620	BUCB_PH1	0X5243	html	BUCB_PH1_CONFIG_PHASE_B_PFM_UCL_REG	PFM_UCL	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X4B	
621	BUCB_PH1	0X5244	html	BUCB_PH1_CONFIG_PHASE_B_PFM_LCL_STARTUP_REG	PFM_LCL_STARTUP	4	0	3:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X3	
622	BUCB_PH1	0X5245	html	BUCB_PH1_CONFIG_PHASE_B_PFM_LCL_REG	PFM_LCL	4	0	3:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
623	BUCB_PH1	0X5247	html	BUCB_PH1_CONFIG_PHASE_B_LCL_4_STARTUP_REG	LCL4_STARTUP	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XC	
624	BUCB_PH1	0X5248	html	BUCB_PH1_CONFIG_PHASE_B_LCL_3_4_REG	LCL3	2	0	1:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
625	BUCB_PH1	0X5248	html	BUCB_PH1_CONFIG_PHASE_B_LCL_3_4_REG	LCL4	6	2	7:2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XC	
626	BUCB_PH1	0X5249	html	BUCB_PH1_CONFIG_PHASE_B_MINUCL_REG	MINUCL	7	0	6:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XA	
627	BUCB_PH1	0X524A	html	BUCB_PH1_CONFIG_PHASE_B_ITRACK_SAT_REG	ITRACK_SAT	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XC8	
628	BUCB_PH1	0X524B	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_ISENSE_A_REG	CONFIG_ISENSE_A	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XEE	
629	BUCB_PH1	0X524C	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_ISENSE_B_REG	CONFIG_ISENSE_B	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X80	
630	BUCB_PH1	0X524D	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_ISENSE_C_REG	CONFIG_ISENSE_C	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
631	BUCB_PH1	0X524E	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_ISENSE_D_REG	CONFIG_ISENSE_D	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
632	BUCB_PH1	0X524F	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_ISENSE_E_REG	CONFIG_ISENSE_E	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
633	BUCB_PH1	0X5250	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_ISENSE_F_REG	CONFIG_ISENSE_F	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
634	BUCB_PH1	0X5251	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_ISENSE_G_REG	CONFIG_ISENSE_G	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
635	BUCB_PH1	0X5252	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_ISENSE_H_REG	CONFIG_ISENSE_H	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
636	BUCB_PH1	0X5255	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_ISENSE_K_REG	CONFIG_ISENSE_K	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
637	BUCB_PH1	0X5256	html	BUCB_PH1_CONFIG_PHASE_B_HS_ROW_EN_REG	HS_ROW_EN	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XFF	
638	BUCB_PH1	0X5257	html	BUCB_PH1_CONFIG_PHASE_B_LS_ROW_EN_REG	LS_ROW_EN	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XFF	
639	BUCB_PH1	0X5258	html	BUCB_PH1_CONFIG_PHASE_B_PGATE_STR_REG	PGATE_PD_STR	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X7	
640	BUCB_PH1	0X5258	html	BUCB_PH1_CONFIG_PHASE_B_PGATE_STR_REG	PGATE_PU_STR	3	3	5:3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X6	
641	BUCB_PH1	0X5258	html	BUCB_PH1_CONFIG_PHASE_B_PGATE_STR_REG	HS_PRE_HIZ	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
642	BUCB_PH1	0X5258	html	BUCB_PH1_CONFIG_PHASE_B_PGATE_STR_REG	CFG_DTC_RISE	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
643	BUCB_PH1	0X5259	html	BUCB_PH1_CONFIG_PHASE_B_NGATE_STR_REG	NGATE_PD_STR	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X7	
644	BUCB_PH1	0X5259	html	BUCB_PH1_CONFIG_PHASE_B_NGATE_STR_REG	NGATE_PU_STR	3	3	5:3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X6	
645	BUCB_PH1	0X5259	html	BUCB_PH1_CONFIG_PHASE_B_NGATE_STR_REG	LS_PRE_HIZ	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
646	BUCB_PH1	0X5259	html	BUCB_PH1_CONFIG_PHASE_B_NGATE_STR_REG	CFG_DTC_FALL	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
647	BUCB_PH1	0X525A	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_ISO_H_REG	CONFIG_FCDIG_ISO_H	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X4	
648	BUCB_PH1	0X525B	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_ISO_L_REG	CONFIG_FCDIG_ISO_L	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
649	BUCB_PH1	0X525C	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_PWM_INTERP_REG	CONFIG_PWM_INTERP	4	0	3:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
650	BUCB_PH1	0X525C	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_PWM_INTERP_REG	AVOID_PWM_ASYNC_PULSE	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
651	BUCB_PH1	0X525D	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_1_REG	NUMBER_MISSING_Z_AHO	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
652	BUCB_PH1	0X525D	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_1_REG	RDIV_OFF_DURING_Z	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
653	BUCB_PH1	0X525D	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_1_REG	USE_VVH_COMP	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
654	BUCB_PH1	0X525D	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_1_REG	FCDIG_MONSEL	2	5	6:5	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
655	BUCB_PH1	0X525D	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_1_REG	EN_FCDIG_MON	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
656	BUCB_PH1	0X525E	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_2_REG	PFM_AUTO_CVTYPE_EN	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
657	BUCB_PH1	0X525E	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_2_REG	EN_CAOS_VOK	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
658	BUCB_PH1	0X525E	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_2_REG	EN_CAOS_OCL	1	2	2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
659	BUCB_PH1	0X525E	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_2_REG	DIS_MISSING_Z_AHO	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
660	BUCB_PH1	0X525E	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_2_REG	USE_VVL_COMP_AHO	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
661	BUCB_PH1	0X525E	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_2_REG	DIS_RDIV_LEAK	1	5	5	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
662	BUCB_PH1	0X525E	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_2_REG	DIS_STARTUP_BOOST	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
663	BUCB_PH1	0X525E	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_2_REG	CONFIG_FCDIG_RES	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
664	BUCB_PH1	0X525F	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_3_REG	SHUTDOWN_FORCE_CVTYPE_EN	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
665	BUCB_PH1	0X525F	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_3_REG	SHUTDOWN_FORCE_CVTYPE	2	1	2:1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
666	BUCB_PH1	0X525F	html	BUCB_PH1_CONFIG_PHASE_B_CONFIG_FCDIG_3_REG	HCC_KEEP_CURSENS_PREEN_AON	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
667	BUCB_PH1	0X5260	html	BUCB_PH1_CONFIG_PHASE_B_CFG_ANA_PHASE_REG	CFG_ANA_PHASE	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
668	BUCB_PH1	0X5261	html	BUCB_PH1_CONFIG_PHASE_B_SLP_CFG_REG	SLP_CFG	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
669	BUCB_PH1	0X5262	html	BUCB_PH1_CONFIG_PHASE_B_ITRACK_SAT_STARTUP_REG	ITRACK_SAT_STARTUP	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X32	
670	BUCB_PH1	0X52A0	html	BUCB_PH1_CONFIG_HCC_HCC_BOOST_BYPASS_REG	CHECK_MAX_CNT_THRESH	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
671	BUCB_PH1	0X52A0	html	BUCB_PH1_CONFIG_HCC_HCC_BOOST_BYPASS_REG	HCC_BOOST_BYPASS_EN	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
672	BUCB_PH1	0X52A1	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_1_REG	EN_MAX_DIS_TIME_CHECK	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
673	BUCB_PH1	0X52A1	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_1_REG	EN_MAX_CHG_TIME_CHECK	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
674	BUCB_PH1	0X52A1	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_1_REG	V2P_ON1PULSE	1	2	2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
675	BUCB_PH1	0X52A1	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_1_REG	P2V_ON1PULSE	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
676	BUCB_PH1	0X52A1	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_1_REG	HCC_PHASE_MODE	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
677	BUCB_PH1	0X52A1	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_1_REG	HCC_EN	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
678	BUCB_PH1	0X52A1	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_1_REG	HCC_EN_AUTO_CVTYPE	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
679	BUCB_PH1	0X52A2	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_2_REG	HCC_FORCE_CVTYPE	2	0	1:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
680	BUCB_PH1	0X52A2	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_2_REG	HCC_FORCE_CVTYPE_EN	1	2	2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
681	BUCB_PH1	0X52A2	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_2_REG	HCC_STARTUP	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
682	BUCB_PH1	0X52A2	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_2_REG	HCC_FORCE_PEAK	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
683	BUCB_PH1	0X52A2	html	BUCB_PH1_CONFIG_HCC_HCC_CTRL_2_REG	HCC_EN_AUTO_SELECT	1	5	5	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
684	BUCB_PH1	0X52A4	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_2_REG	HCC_CONST_CHG_TIME	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X3	
685	BUCB_PH1	0X52A5	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_3_REG	HCC_CONST_DIS_TIME	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X3	
686	BUCB_PH1	0X52A6	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_4_REG	HCC_EN_MAX_CHG_TIME_CHECK_BOOST	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
687	BUCB_PH1	0X52A6	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_4_REG	HCC_EN_MAX_DIS_TIME_CHECK_BOOST	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
688	BUCB_PH1	0X52A6	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_4_REG	HCC_EN_TIME_CVTYPE_SEL	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
689	BUCB_PH1	0X52A6	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_4_REG	SYNC_HCC_CURRENT_TARGET	1	5	5	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
690	BUCB_PH1	0X52A6	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_4_REG	HCC_EN_ONTIME_ADAPTION	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
691	BUCB_PH1	0X52A6	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_4_REG	HCC_EN_OFFTIME_ADAPTION	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
692	BUCB_PH1	0X52A7	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_5_REG	HCC_MIN_DIS_TIME	4	0	3:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X4	
693	BUCB_PH1	0X52A7	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_5_REG	HCC_MIN_CHG_TIME	4	4	7:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X4	
694	BUCB_PH1	0X52A8	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_6_REG	HCC_MIN_DIS_INCR_TIME	4	0	3:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X4	
695	BUCB_PH1	0X52A8	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_6_REG	HCC_MIN_CHG_INCR_TIME	4	4	7:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X4	
696	BUCB_PH1	0X52A9	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_7_REG	HCC_CONST_CHG_INCR_TIME	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X6	
697	BUCB_PH1	0X52AA	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_8_REG	HCC_CONST_DIS_INCR_TIME	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X6	
698	BUCB_PH1	0X52AB	html	BUCB_PH1_CONFIG_HCC_HCC_HYSTERESIS_REG	HCC_HYSTERESIS	5	0	4:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X8	
699	BUCB_PH1	0X52AC	html	BUCB_PH1_CONFIG_HCC_HCC_PULSE_INC1_REG	HCC_PULSE_DELTA_1	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
700	BUCB_PH1	0X52AC	html	BUCB_PH1_CONFIG_HCC_HCC_PULSE_INC1_REG	HCC_PULSE_DELTA_2	3	4	6:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
701	BUCB_PH1	0X52AD	html	BUCB_PH1_CONFIG_HCC_HCC_PULSE_INC2_REG	HCC_PULSE_DELTA_3	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
702	BUCB_PH1	0X52AD	html	BUCB_PH1_CONFIG_HCC_HCC_PULSE_INC2_REG	HCC_EN_PULSE_DELTA	3	4	6:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
703	BUCB_PH1	0X52AE	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_1_REG	HCC_SYNC_MASTER_EN	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
704	BUCB_PH1	0X52AE	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_1_REG	HCC_SYNC_SLAVE_EN	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
705	BUCB_PH1	0X52AE	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_1_REG	HCC_BLANK_UCL	2	2	3:2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X2	
706	BUCB_PH1	0X52AE	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_1_REG	HCC_SKIP_CF_CONST	2	4	5:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
707	BUCB_PH1	0X52AF	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_2_REG	HCC_SYNC_INCREMENT	7	0	6:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X5	
708	BUCB_PH1	0X52B0	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_3_REG	HCC_PH_SYNC_EN	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
709	BUCB_PH1	0X52B0	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_3_REG	HCC_PH_SYNC_ALPHA	3	1	3:1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X2	
710	BUCB_PH1	0X52B0	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_3_REG	HCC_BUBO_WCOMP_BUCK_EN	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
711	BUCB_PH1	0X52B0	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_3_REG	HCC_BUBO_WCOMP_BOOST_EN	1	5	5	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
712	BUCB_PH1	0X52B0	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_3_REG	HCC_EN_WCOMP_GATING	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
713	BUCB_PH1	0X52B0	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_3_REG	HCC_FORWARD_CVTYPE	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
714	BUCB_PH1	0X52B1	html	BUCB_PH1_CONFIG_HCC_HCC_IBASED_BUBO_1_REG	HCC_LOWTUBE_CONST_HI	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XF3	
715	BUCB_PH1	0X52B2	html	BUCB_PH1_CONFIG_HCC_HCC_IBASED_BUBO_2_REG	HCC_LOWTUBE_CONST_LO	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
716	BUCB_PH1	0X52B3	html	BUCB_PH1_CONFIG_HCC_HCC_IBASED_BUBO_3_REG	HCC_UPTUBE_CONST_HI	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X12	
717	BUCB_PH1	0X52B4	html	BUCB_PH1_CONFIG_HCC_HCC_IBASED_BUBO_4_REG	HCC_UPTUBE_CONST_LO	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X8	
718	BUCB_PH1	0X52B5	html	BUCB_PH1_CONFIG_HCC_HCC_IBASED_BUBO_5_REG	HCC_LOWTUBE_ALPHA	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X3	
719	BUCB_PH1	0X52B5	html	BUCB_PH1_CONFIG_HCC_HCC_IBASED_BUBO_5_REG	HCC_UPTUBE_ALPHA	3	3	5:3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X3	
720	BUCB_PH1	0X52B6	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_4_REG	REGULAR2INCR_SW_TH	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XE	
721	BUCB_PH1	0X52B7	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_5_REG	INCR2REGULAR_SW_TH	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1A	
722	BUCB_PH1	0X52B8	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_6_REG	HCC_PH_FREQ_ADAPT_ALPHA	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X2	
723	BUCB_PH1	0X52B8	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_6_REG	HCC_OLD_CVTYPE_INIT	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
724	BUCB_PH1	0X52B8	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_6_REG	BUBO_DURING_SKIP	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
725	BUCB_PH1	0X52B8	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_6_REG	WAIT_AFSM_6_CHANGE_FROM_HCC_CONST_CHG	1	5	5	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
726	BUCB_PH1	0X52B8	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_6_REG	WAIT_AFSM_7_CHANGE_FROM_HCC_CONST_DIS	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
727	BUCB_PH1	0X52B8	html	BUCB_PH1_CONFIG_HCC_HCC_MISC_6_REG	USE_ALWAYS_MASTER_CVTYPE	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
728	BUCB_PH1	0X52B9	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_9_REG	HCC_MAX_TIME_CHG_BUCK	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XFF	
729	BUCB_PH1	0X52BA	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_10_REG	HCC_MAX_TIME_CHG_BOOST	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X8	
730	BUCB_PH1	0X52BB	html	BUCB_PH1_CONFIG_HCC_HCC_TIMER_11_REG	HCC_MAX_TIME_DIS_BUCK	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X3C	
